id,order_id,availability_item_id,quantity_requested,quantity_fulfilled,is_shorted,shortage_reason,unit_price_at_order,created_at,updated_at
6c3fc6f6-970d-454d-9cf4-993d2ee3326a,77f9d1a9-e741-4694-8fde-e541c05f4ec2,847b2aca-4560-4fe6-94c4-fd27df437379,1.0,,False,,24.0,2026-04-29T10:01:58.694095+00:00,2026-04-29T10:01:58.694095+00:00
8690a508-0ae4-4c01-9b95-37d2646dcb0a,77f9d1a9-e741-4694-8fde-e541c05f4ec2,c8cad4b1-2494-428a-83e4-1c9b15025782,1.0,,False,,15.0,2026-04-29T10:01:58.694095+00:00,2026-04-29T10:01:58.694095+00:00
d0a838cb-9144-47cb-9a94-a7783fd1e7eb,77f9d1a9-e741-4694-8fde-e541c05f4ec2,afb200fb-473e-4f12-92a7-88f1c604669d,1.0,,False,,15.0,2026-04-29T10:01:58.694095+00:00,2026-04-29T10:01:58.694095+00:00
4420f81d-f8ba-46dc-a36a-b27b2262d587,77f9d1a9-e741-4694-8fde-e541c05f4ec2,f37aeea0-9977-4ab5-bee3-1537cb37a07a,1.0,,False,,12.0,2026-04-29T10:01:58.694095+00:00,2026-04-29T10:01:58.694095+00:00
eed803e1-3fdb-40a8-9db8-9536c8d1f616,77f9d1a9-e741-4694-8fde-e541c05f4ec2,16ea1a8d-e54b-4111-8335-5578db61a6e7,1.0,,False,,20.0,2026-04-29T10:01:58.694095+00:00,2026-04-29T10:01:58.694095+00:00
