id,farm_id,name,slug,created_at,updated_at
fbb296de-dba2-4b23-9c3b-5c1285997b41,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Press,press,2026-04-07T06:41:58.229829+00:00,2026-04-07T06:41:58.229829+00:00
a7e93193-d6a7-4f39-b11b-6ceb9b0a17f1,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Understudy,understudy,2026-04-07T06:41:58.229829+00:00,2026-04-07T06:41:58.229829+00:00
7a5fd02b-2248-4492-bae9-2ab1670894bc,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Events,events,2026-04-13T02:00:24.848042+00:00,2026-04-13T02:00:24.848042+00:00
