id,name,address,monthly_operating_cost,created_at,updated_at
5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,Press Farm,"22 Tallent Lane, Yountville, CA",2000.0,2026-04-07T06:41:57.874782+00:00,2026-04-07T06:41:57.874782+00:00
